Title of resource,Map type,Coordinate system,Date of ground survey used to compile map,Resource created at,Description,Ellipsoid,Copywright,Publisher,Location of hard copy,Start Date,Map scale,MAEASaM ID,Datum,URL,Sheet history,Resource Type,Author,Map title, Location,Subject,Book or journal information,Year of publication,Projection,Book or journal edition,Format,Language,Recorder,Page numbers,Cartographer,Map creation date,Location of digital copy consulted,Volume,Collection publisher,Name of collection ,End Date,Contributors,ISBN/ISSN,Comment,Source,Project name,Map series code,DOI,Resource last modified at,Map publisher,Developed or maintained by,resourceid
An Archaeological Perspective on West Africa and the Post-1500 Atlantic World,,,,2025-07-05,,,,Oxford University Press,,,,INFO-00000423,,https://doi.org/10.1093/oxfordhb/9780199569885.013.0068,,Book section,Thiaw Ibrahima ; Richard François,,,,The Oxford Handbook of African Archaeology,2013-07-04,,None,,,,0,,,,None,,,,,978-0-19-956988-5,,,,,None,2025-07-05,,,ebe0a942-2ce3-4530-a6bf-5bb39cda3411
Late Antique Evidences in Se Sudan,,,,2025-07-05,None,,,None,,None,,INFO-00000424,,https://unora.unior.it/handle/11574/37416,,Journal article,Manzo Andrea,,,None,Sudan & Nubia,2004-01-01,,8,None,English,,75-83,,,,None,None,None,None,None,None,,None,None,,None,2025-07-05,,None,a9189315-52b8-4db3-9ab1-1014390c4bac
The Ottomans in Northeast Africa,,,,2025-07-05,None,,,None,,None,,INFO-00000425,,https://oxfordre.com/africanhistory/display/10.1093/acrefore/9780190277734.001.0001/acrefore-9780190277734-e-190,,Book section,Peacock A. C. s.,,,None,Oxford Research Encyclopedia of African History,2018-06-25,,None,None,English,,None,,,,None,None,None,None,None,978-0-19-027773-4,,None,None,,None,2025-07-05,,None,3d6899fe-6372-4239-b1be-e9c9abfc5ff0
Muslim Societies in Africa: a Historical Anthropology,,,,2025-07-05,None,,,Indiana University Press,,None,,INFO-00000426,,None,,Book,Loimeier Roman,,,None,None,2013-06-05,,None,None,English,,None,,,,None,None,None,None,None,978-0-253-00797-1,,None,None,,None,2025-07-05,,None,a6131d1e-78dd-4118-b47c-cb78395e33cb
Archaeology of the Jesuit Missions of Ethiopia,,,,2025-07-04,None,,,Springer Cham,,None,,INFO-00000427,,https://link.springer.com/rwe/10.1007/978-3-319-51726-1_3411-1,,Book section,Fernández Víctor m.,,,None,Encyclopedia of Global Archaeology,2019-01-01,,None,None,English,,1-7,,,,None,None,None,None,None,978-3-319-51726-1,,None,None,,None,2025-07-04,,None,07beb24d-9484-4506-a7e6-49489449ad6b
Archaeology of the Jesuit Missions of Ethiopia | Springer Link,,,,2025-07-04,,,,None,,,,INFO-00000428,,https://link.springer.com/rwe/10.1007/978-3-319-51726-1_3411-1,,Webpage,None,,,,None,None,,None,,,,None,,,,None,,,,,None,,,,,None,2025-07-04,,,6c14e059-03d7-47a4-8772-bb030b8a133f
First Footsteps in the Archaeology of Harar Ethiopia. | Ebsc Ohost,,,,2025-07-04,None,,,None,,None,,INFO-00000429,,https://openurl.ebsco.com/contentitem/doi:10.1558%2Fjia.35273sid=ebsco:plink:crawler&id=ebsco:doi:10.1558%2Fjia.35273,,Journal article,Insoll Timothy,,,None,Journal of Islamic Archaeology,2017-07-01,,2,None,English,,189,,,,4,None,None,None,None,None,,None,None,,10. 1558/jia. 35273,2025-07-04,,None,d150ec28-2124-4c0d-b156-02b75a0d1668
The Archaeology of Complexity and Cosmopolitanism in Medieval Ethiopia: an Introduction,,,,2025-07-04,None,,,None,,None,,INFO-00000430,,https://www.cambridge.org/core/journals/antiquity/article/archaeology-of-complexity-and-cosmopolitanism-in-medieval-ethiopia-an-introduction/4F3CD1227F4A53E7732F4DAD9BE21F30,,Journal article,Insoll Timothy,,,None,Antiquity,2021-04-01,,380,None,English,,450-466,,,,95,None,None,None,None,None,,None,None,,10. 15184/aqy. 2020. 168,2025-07-04,,None,d18a9160-e268-400c-ab6c-efec27850d15
The Development of Ancient States in the Northern Horn of Africa C. 3000 Bc–ad 1000: an Archaeological Outline,,,,2025-07-04,None,,,None,,None,,INFO-00000431,,https://doi.org/10.1007/s10963-010-9035-1,,Journal article,Fattovich Rodolfo,,,None,Journal of World Prehistory,2010-11-01,,3,None,English,,145-175,,,,23,None,None,None,None,None,,None,None,,10. 1007/s10963-010-9035-1,2025-07-04,,None,cc6ad26a-3254-4e20-9eda-3b805dab1f6a
The Relationship Among Naturally Occurring Radionuclides Geology and Geography: Tsodilo Hills Botswana,,,,2025-07-04,,,,None,,,,INFO-00000432,,None,,Journal article,Bezuidenhout Jacques,,,,Journal of Radiation Research and Applied Sciences,2019-01-02,,None,,,,93-100,,,,12,,,,,None,,,,,10. 1080/16878507. 2019. 1593717,2025-07-04,,,b9f86f1d-7fd7-4c82-9628-5b13b1cf8b9d
The Medieval Kingdoms of Nubia: Pagans Christians and Muslims Along the Middle Nile,,,,2025-07-04,,,,The British Museum Press,,,,INFO-00000433,,None,,Book,Welsby Derek a. 1956-,,,,None,2002-01-01,,None,,,,None,,,,None,,,,,978-0-7141-1947-2,,,,,None,2025-07-04,,,02c79506-bb7b-45a2-adae-25831781e911
Post-meroitic Nubia,,,,2025-07-04,,,,De Gruyter,,,,INFO-00000434,,None,,Book section,Edwards David N.,,,,Handbook of Ancient Nubia,2019-01-01,,None,,,,1111,,,,None,,,,,978-3-11-041669-5,,,,,None,2025-07-04,,,5802f5d1-df49-4941-96a9-a56490207db0
Handbook of Ancient Nubia,,,,2025-07-04,None,,,Walter De Gruyter Gmb H & Co Kg,,None,,INFO-00000435,,None,,Book,Raue Dietrich,,,None,None,2019-06-04,,None,None,English,,None,,,,None,None,None,None,None,978-3-11-042038-8,,None,None,,None,2025-07-04,,None,8ea0f5bf-8826-4094-96de-9503452b5ce5
The Nubian Past: an Archaeology of the Sudan,,,,2025-07-04,,,,Routledge,,,,INFO-00000436,,None,,Book,Edwards David N.,,,,None,2004-07-29,,None,,,,None,,,,None,,,,,978-0-203-48276-6,,,,,None,2025-07-04,,,85a207f0-08f3-4444-b787-9904c5e8c009
Chron Ontology,,,,2025-07-04,,,,None,,,,INFO-00000437,,https://chronontology.dainst.org/searchq=*&fq=provenance:%27SPP2143%27,,Webpage,None,,,,None,None,,None,,,,None,,,,None,,,,,None,,,,,None,2025-07-04,,,f917674f-5428-4dd1-9719-449b96e13bce
The Oxford Handbook of Ancient Nubia,,,,2025-07-04,None,,,Oxford University Press,,None,,INFO-00000438,,None,,Book,Emberling Geoff ; Williams Bruce,,,None,None,2021-01-19,,None,None,English,,None,,,,None,None,None,None,None,978-0-19-049627-2,,None,None,,None,2025-07-04,,None,1c3ae62a-b0e4-40f9-a193-03bd80807f88
Megaliths and Mande States: Sociopolitical Change in the Gambia Valley over the Past Two Millennia,Ph. d.,,None,2025-07-04,None,,Database Copyright Pro Quest Llc ; Pro Quest does not Claim Copyright in the Individual Underlying Works.,University of Michigan,,None,None,INFO-00000439,,https://www.proquest.com/docview/305323476/abstract/EFB6DE6FEF2F434APQ/1,,Unpublished PhD thesis,Lawson Amy Elizabeth,None,None,None,None,2003-01-01,None,None,None,English,,None,None,None,,None,None,None,None,None,None,,None,None,None,None,2025-07-04,None,None,f846b149-53ea-46f6-97a9-8dad5333e483
Okavango Delta,,,,2025-07-04,None,,,None,,None,,INFO-00000440,,https://whc.unesco.org/en/list/1432/,,Webpage,Centre Unesco World Heritage,,,None,None,2014-01-01,,None,None,English,,None,,,,None,None,None,None,None,None,,None,None,,None,2025-07-13,,None,b093f85c-05b6-4263-b2d8-cf7a760fa25e
From Siècles Obscurs to Revolutionary Centuries on the Middle Niger,,,,2025-07-04,,,,None,,,,INFO-00000441,,https://doi.org/10.1080/00438243.1988.9980062,,Journal article,Mc Intosh Roderick J. ; Mc Intosh Susan Keech,,,,World Archaeology,1988-06-01,,1,,,,141-165,,,,20,,,,,None,,,,,10. 1080/00438243. 1988. 9980062,2025-07-04,,,5781ddf4-b719-47e6-80fd-9db686782e0f
Shell Middens of Lower Casamance and Problems of Diola Protohistory,,,,2025-07-04,,,,None,,,,INFO-00000442,,None,,Journal article,Linares De Sapir Olga,,,,West African Journal of Archaeology,1971-01-01,,1,,,,23-54,,,,None,,,,,None,,,,,None,2025-07-04,,,1fd6a7eb-5bda-45fd-9ac9-7c6dafb15966
Protohistoire Du Sénégal: Recherches Archéologiques,,,,2025-07-04,,,,Ifan,,,,INFO-00000443,,None,,Book,Thilmans Guy ; Descamps Cyr ; Khayat Bernard ; Ravisé a,,,,None,1980-01-01,,None,,,,None,,,,None,,,,,None,,,,,None,2025-07-04,,,a2494d38-cddd-42c5-84e0-463f59d79a0b
Les Productions Céramiques Protohistoriques De Laire Mégalithique Sénégambienne Dans Le Contexte De L Afrique De L Ouest Aux Ier Et Iie Millénaires De Notre Ère,,,,2025-07-04,None,,All Rights Reserved,None,,None,,INFO-00000444,,https://journals.openedition.org/aaa/1887,,Journal article,Delvoye Adrien,,,None,Afrique: Archéologie & Arts,2018-12-15,,14,None,French,,121-124,,,,None,None,None,None,None,None,,None,None,,10. 4000/aaa. 1887,2025-07-04,,None,222b12fd-635e-4406-9186-0430482c7123
People and Palaeoclimate: Perspectives from the Diallowali Site System,Ph. d.,,None,2025-07-04,None,,Database Copyright Pro Quest Llc ; Pro Quest does not Claim Copyright in the Individual Underlying Works.,Yale University,,None,None,INFO-00000445,,https://www.proquest.com/docview/1950632095/abstract/70E4087D97C14CBFPQ/1,,Unpublished PhD thesis,Coutros Peter Reid,None,None,None,None,2017-01-01,None,None,None,English,,None,None,None,,None,None,None,None,None,None,,None,None,None,None,2025-07-04,None,None,b3f836a3-bd27-40f7-b126-7168f61c307a
Archaeological Investigations of Settlement and Emerging Complexity in the Middle Senegal Valley,Thesis Ph d,,None,2025-07-04,None,,,Rice University,,None,None,INFO-00000446,,https://www.proquest.com/openview/1dd8918dfebdbbe3c981f5e55466aa39/1pq-origsite=gscholar&cbl=18750&diss=y,,Unpublished PhD thesis,Deme Alioune,None,None,None,None,2003-01-01,None,None,None,English,,None,None,None,,None,None,None,None,None,None,,None,None,None,None,2025-07-04,None,None,4c7a7d84-039a-4183-bdaa-e84bc6618afa
Lithostratigraphic Classification of the Tsodilo Hills Group: a Palaeo- to Mesoproterozoic Metasedimentary Succession in Nw Botswana,,,,2025-07-03,,,,None,,,,INFO-00000447,,None,,Journal article,Wendorff Marek ; Świąder Andrzej,,,,Geology Geophysics & Environment,2019-12-30,,None,,,,305-318,,,,45,,,,,None,,,,,10. 7494/geol. 2019. 45. 4. 305,2025-07-03,,,7ffd9ec0-2310-4155-9fd5-070795522e6c
Rock Engravings from Mamuno,,,,2025-07-07,,,,None,,,,INFO-00000448,,http://www.jstor.org/stable/40979420,,Journal article,Litherland M. ; Litherland A. R. ; Sekwale m.,,,,Botswana Notes and Records,1975-01-01,,None,,,,19-28,,,,7,,,,,None,,,,,None,2025-07-07,,,91fbf664-6544-4bf3-af5f-a1faf1933c9d
Finding Russia in Botswana: Aids Archaeology and the Power of the Ancestors,,,,2025-07-08,,,,None,,,,INFO-00000449,,None,,Journal article,Klehm Carla,,,,Journal of Archaeological Method and Theory,2017-03-01,,None,,,,None,,,,24,,,,,None,,,,,10. 1007/s10816-017-9318-2,2025-07-08,,,931b82f3-fcd6-480b-9c94-fc2943a4ecc6
Regional Dynamics and Local Dialectics in Iron Age Botswana: Case Studies from the Hinterland in the Bosutswe Region,Doctor of Philosophy,,None,2025-07-08,None,,,The University of Texas at Austin,,None,None,INFO-00000450,,https://core.ac.uk/reader/211334790,,Unpublished PhD thesis,Klehm Carla,None,None,None,None,2013-08-01,None,None,None,English,,None,None,None,,None,None,None,None,None,None,,None,None,None,None,2025-07-08,None,None,4941c408-8172-4ac6-bcfd-460c18b0ed47
Early Farmers at Nyungwe on the Chobe River in Botswana,,,,2025-07-10,,,,None,,,,INFO-00000451,,None,,Journal article,Van Waarden Catrien,,,,Azania: Archaeological Research in Africa,2018-04-03,,None,,,,228-277,,,,53,,,,,None,,,,,10. 1080/0067270x. 2018. 1476214,2025-07-10,,,837f3087-ad5e-4dc5-a63a-9d50e1651a41
Notes on an Iron Age Settlement on Motsenekatse Hill,,,,2025-07-10,None,,,None,,None,,INFO-00000452,,https://www.jstor.org/stable/40979272,,Journal article,Pahl Ron H.,,,None,Botswana Notes and Records,1971-01-01,,None,None,English,,27-31,,,,3,None,None,None,None,None,,None,None,,None,2025-07-10,,None,91eb3f94-d743-4d68-b4fb-c3c06f02df50
Notes on the Mocloutsie Cemetery Near Bobonong 1890s: a Re-appraisal,,,,2025-07-10,,,,None,,,,INFO-00000453,,None,,Journal article,Quick Geoff ; Burrett Rob,,,,Botswana Notes and Records,2015-07-09,,None,,,,10-26,,,,45,,,,,None,,,,,None,2025-07-10,,,f7f07bdb-10ff-4dac-bc3d-e7f3708a9bb8
Preliminary Archaeological Investigations at Phalatswe (Old Palapye) Central District Botswana: the 1995 Season,,,,2025-07-10,None,,,None,,None,,INFO-00000454,,https://piano-corn-b69n.squarespace.com/s/Nyame-Akuma-Issue-045-Article-02.pdf,,Journal article,Borjeson Lowe ; Lane Paul,,,None,Nyame Akuma,1996-06-01,,45,None,English,,2–10,,,,None,None,None,None,None,None,,None,None,,None,2025-07-10,,None,4bb6008c-8f3c-4ab4-88b6-c6b2f3e0c238
Gaborone and the Anglo-boer War 1899-1902,,,,2025-07-09,None,,,None,,None,,INFO-00000455,,http://samilitaryhistory.org/vol132rb.html,,Journal article,Burrett Rob s,,,None,Military History Journal,2004-12-01,,2,None,English,,None,,,,13,None,None,None,None,None,,None,None,,None,2025-07-10,,None,ce7a379a-c84f-4252-9673-69a73c1ad6e7
The Batswana-boer War of 1852-53: how the Batswana Achieved Victory,,,,2025-07-09,,,,None,,,,INFO-00000456,,None,,Journal article,Ramsay Jeff,,,,Botswana Notes & Records,1991-01-01,,1,,,,193-207,,,,23,,,,,None,,,,,10. 10520/aja052550590_916,2025-07-09,,,62120c96-8ce6-4d10-9ea7-33e7ed8a7d74
Archaeological Research at Modipe Hill Kgatleng District Survey and Excavation 1992 to 1995,,,,2025-07-09,,,,None,,,,INFO-00000457,,https://www.jstor.org/stable/40980034,,Journal article,Pearson Nicholas,,,,Botswana Notes and Records,1995-01-01,,None,,,,21-40,,,,27,,,,,None,,,,,None,2025-07-09,,,4d8d0321-0d1c-4ce8-a6d7-dc0e6f25d1a2
Archaeological Research at Modipe Hill Kgatleng District: Oral Traditions,,,,2025-07-09,,,,None,,,,INFO-00000458,,https://www.jstor.org/stable/40980037,,Journal article,Motlotle Ntikwe,,,,Botswana Notes and Records,1995-01-01,,None,,,,57-60,,,,27,,,,,None,,,,,None,2025-07-09,,,b05b12ef-43b6-46a0-862b-8048718a11bb
Variation in the Early Iron Age of Southeastern Botswana.,,,,2025-07-09,,,,None,,,,INFO-00000459,,None,,Journal article,Campbell Alec ; Van Waarden Catrien ; Holmberg Gunilla,,,,Botswana Notes and Records,1996-01-01,,None,,,,1-22,,,,28,,,,,None,,,,,None,2025-07-09,,,399e16ed-ba5c-466b-ada8-d2d724b92dc1
Resistance and Accommodation: Ba Kwena-baga Sechele 1842-52,,,,2025-07-09,,,,None,,,,INFO-00000460,,https://www.jstor.org/stable/40979382,,Journal article,Okihiro Gary y.,,,,Botswana Notes and Records,1973-01-01,,None,,,,104-116,,,,5,,,,,None,,,,,None,2025-07-09,,,1fde2414-1486-455d-a0eb-6d9acc62fb5e
Greater Mapungubwe Transfrontier Conservation Area Integrated Development Plan,,,,2025-07-09,,,,None,,,,INFO-00000461,,https://tfcaportal.org/repository/repository228.pdf,,Report,Peace Parks Foundation,,,,None,2010-03-01,,None,,,,118,,,,None,,,,,None,,,,,None,2025-07-09,,,1542d570-449f-42f9-98fc-bffbbbf62776
South Sua Management Plan. Archaeological and other Heritage Resources.,,,,2025-07-08,,,,None,,,,INFO-00000462,,None,,Book,Van Waarden Catrien,,,,None,2011-01-01,,None,,,,None,,,,None,,,,,None,,,,,None,2025-07-08,,,84a9c84c-2398-4abf-b64f-b2aa9832e381
Revisiting Lekhubu,,,,2025-07-08,,,,None,,,,INFO-00000463,,None,,Book,Van Waarden Catrien,,,,None,2011-01-01,,None,,,,None,,,,None,,,,,None,,,,,None,2025-07-08,,,2752311c-6f6d-402c-9c20-6710f34e727a
Shoshong: a Short History,,,,2025-07-08,,,,Kwangu,,,,INFO-00000464,,https://www.kwangu.com/shoshong/,,Book,Knight J.,,,,None,2014-01-01,,None,,,,None,,,,None,,,,,978-99968-0-225-6,,,,,None,2025-07-08,,,c86e8a43-ba81-43a7-8642-33d30c84c5e1
El Negro El Nino Witchcraft and the Absence of Rain,,,,2025-07-11,,,,None,,,,INFO-00000465,,None,,Journal article,Gewald J. b.,,,,African Affairs,2001-02-01,,None,,,,555-80,,,,100,,,,,None,,,,,None,2025-07-11,,,a0180cf0-89e1-4942-aaf3-22966aa25dc2
Tswapong Hills Cultural Landscape,,,,2025-07-13,None,,,None,,None,,INFO-00000466,,https://whc.unesco.org/en/tentativelists/5560/,,Webpage,Centre Unesco World Heritage,,,None,None,2010-05-27,,None,None,English,,None,,,,None,None,None,None,None,None,,None,None,,None,2025-07-13,,None,387c4962-96d5-48d0-8639-b03a47552d08
Makgadikgadi Pans Landscape,,,,2025-07-13,None,,,None,,None,,INFO-00000467,,https://whc.unesco.org/en/tentativelists/5559/,,Webpage,Centre Unesco World Heritage,,,None,None,2010-05-27,,None,None,English,,None,,,,None,None,None,None,None,None,,None,None,,None,2025-07-13,,None,ad8682fc-a2e4-410b-bd94-5c7bd6fd3caa
Gcwihaba Caves,,,,2025-07-13,None,,,None,,None,,INFO-00000468,,https://whc.unesco.org/en/tentativelists/5558/,,Webpage,Centre Unesco World Heritage,,,None,None,2010-05-27,,None,None,English,,None,,,,None,None,None,None,None,None,,None,None,,None,2025-07-13,,None,4b6fbae4-c64d-4018-8e00-6ab7305687a6
Chobe Linyanti System,,,,2025-07-13,None,,,None,,None,,INFO-00000469,,https://whc.unesco.org/en/tentativelists/5556/,,Webpage,Centre Unesco World Heritage,,,None,None,2010-05-27,,None,None,English,,None,,,,None,None,None,None,None,None,,None,None,,None,2025-07-13,,None,2911bc34-7d5c-40f7-ad0f-0e55f5e8f886
Central Kalahari Game Reserve,,,,2025-07-13,None,,,None,,None,,INFO-00000470,,https://whc.unesco.org/en/tentativelists/5555/,,Webpage,Centre Unesco World Heritage,,,None,None,2010-10-27,,None,None,English,,None,,,,None,None,None,None,None,None,,None,None,,None,2025-07-13,,None,91ee8928-df34-4f40-b2b6-3478f0b8134c
In Search of Identity and Ownership of the Mma Motshwane Gorge,,,,2025-07-13,,,,None,,,,INFO-00000471,,https://www.jstor.org/stable/90024304,,Journal article,Dichaba Tsholofelo ; Thebe Phenyo Churchill,,,,Botswana Notes and Records,2015-01-01,,None,,,,56-68,,,,47,,,,,None,,,,,None,2025-07-13,,,043fc81b-2453-46af-9cb4-cf67a4b581d8
The Role of Small Animals in the Transition Period from Hunting and Gathering to Herding in the Late Holocene: Shashe-limpopo Basin Botswana,Doctor of Philosophy,,None,2025-07-11,None,,,The University of Western Australia,,None,None,INFO-00000472,,https://research-repository.uwa.edu.au/files/289086481/THESIS_-_DOCTOR_OF_PHILOSOPHY_-_MOOKETSI_Cynthia_Ontiretse_-_2023.pdf,,Unpublished PhD thesis,Mooketsi Cynthia Ontiretse,None,None,None,None,2023-09-08,None,None,None,English,,None,None,None,,None,None,None,None,None,None,,None,None,None,None,2025-07-11,None,None,81b4cb4d-bee0-4b38-8dc8-ac8aa9a02401
Notes on some Rock Paintings at Savuti,,,,2025-07-11,,,,None,,,,INFO-00000473,,http://www.jstor.org/stable/40980758,,Journal article,Campbell Alec C.,,,,Botswana Notes and Records,1970-01-01,,None,,,,15-23,,,,2,,,,,None,,,,,None,2025-07-11,,,c8e1e570-532e-40ae-8ecb-8bf55fcc3308
Toutswemogala Hill Iron Age Settlement,,,,2025-07-11,None,,,None,,None,,INFO-00000474,,https://whc.unesco.org/en/tentativelists/1340/,,Webpage,Centre Unesco World Heritage,,,None,None,1999-07-21,,None,None,English,,None,,,,None,None,None,None,None,None,,None,None,,None,2025-07-11,,None,0b01df1b-1831-4918-bd5b-f9549fd6462e
Prehistoric Mining of Mica Schist at the Tsodilo Hills Botswana,,,,2025-07-11,None,,,None,,None,,INFO-00000475,,https://journals.co.za/doi/pdf/10.10520/AJA0038223X_2266,,Journal article,M. L. Murphy ; L. Murphy ; A. C. Campbell ; L. D. Robbins,,,None,The Journal of the South African Institute of Mining and Metallurgy,1994-01-01,,None,None,English,,87-92,,,,None,None,None,None,None,None,,None,None,,None,2025-07-11,,None,1b31ed05-7785-4256-a640-656ba1a2fe1f
South Sua Management Plan. Archaeological and other Heritage Resources.,Framework Management Plan,,None,2025-07-11,None,,,Marope Research,,None,None,INFO-00000476,,https://www.researchgate.net/publication/301197751_South_Sua_Management_Plan_Archaeological_and_other_heritage_resources,,Report,Van Waarden Catrien,None,None,None,None,2011-01-01,None,None,None,English,,48,None,None,,None,None,None,None,None,None,,None,None,None,None,2025-07-11,None,None,85d9fe9e-3710-4c27-9efc-33725ae5d16b
Makgadikgadi Framework Management Plan. Archaeological and other Heritage Resources.,Technical,,None,2025-07-11,None,,,Marope Research,,None,None,INFO-00000477,,https://www.researchgate.net/publication/299416610_Makgadikgadi_Framework_Management_Plan_Archaeological_and_other_heritage_resources,,Report,Van Waarden Catrien,None,None,None,None,2010-01-01,None,None,None,English,,26,None,None,,None,None,None,None,None,None,,None,None,None,None,2025-07-11,None,None,747cc4ba-80fd-47c0-825e-4f7e8f3248fc
Island of Mozambique,,,,2025-07-14,None,,,None,,None,,INFO-00000478,,https://whc.unesco.org/en/list/599/,,Webpage,Centre Unesco World Heritage,,,None,Unesco World Heritage Centre,None,,None,None,English,,None,,,,None,None,None,None,None,None,,None,None,,None,2025-07-14,,None,6f142dc0-640e-40e7-923e-0f5db87585a2
